alpha,beta,CL,CD,CS
13.02,0.0,1.0634491159873731,0.1108563374608077,5.773446388786486e-05
13.02,4.0,1.0483101924280551,0.1177704214594603,-0.040104203284506104
13.02,8.0,1.008978098860633,0.13875239575439,-0.0785782947305988
13.02,12.0,0.9467690855741684,0.1729469499206364,-0.11380386284069197
