alpha,beta,CL,CD,CS
13.02,0.0,0.730838889502109,0.1839515722095204,0.0002112301924054054
13.02,4.0,0.7200155484357476,0.1922392600631328,0.022241655551159378
13.02,8.0,0.7163157814399411,0.2156694169774138,0.041676956637151104
13.02,12.0,0.7159692069213432,0.2477379249067087,0.06072258060210086
