alpha,beta,CL,CD,CS
13.02,0.0,1.0515753861639947,0.1096613433473578,3.801148138418918e-05
13.02,4.0,1.038456721084653,0.1184317836948352,-0.040265596229623835
13.02,8.0,1.0002908130862564,0.1424639768936923,-0.07880455254166881
13.02,12.0,0.9341233637616536,0.1765392359511257,-0.11460047440059194
